ID,ID_Measure,MeasureDate,ID_Item,BallsName,MillName,Gross,Tare,Net,Operator,Field1
38915,6,7/28/2025,104,ф 80 polski,10,4000,0,4000,Додов,
38916,7,7/28/2025,114,ф 80 polski,11,3000,0,3000,Додов,
38917,1,7/29/2025,126,ф 80 stomana,12,2120,0,2120,Цветомир,
38918,2,7/29/2025,26,ф 80 stomana,2,2080,0,2080,Цветомир,
38919,3,7/29/2025,36,ф 80 stomana,3,2240,0,2240,Цветомир,
38920,4,7/29/2025,56,ф 80 stomana,5,2160,0,2160,Цветомир,
38921,5,7/29/2025,66,ф 80 stomana,6,2400,0,2400,Цветомир,
38922,,7/29/2025,74,ф 80 polski,7,2020,0,2020,Димитър,
38923,,7/29/2025,104,ф 80 polski,10,2010,0,2010,Димитър,
38924,,7/30/2025,126,ф 80 stomana,12,3920,0,3920,Петко,
38925,,7/30/2025,26,ф 80 stomana,2,3830,0,3830,Петко,
38926,,7/30/2025,36,ф 80 stomana,3,3810,0,3810,Петко,
38927,,7/30/2025,56,ф 80 stomana,5,3940,0,3940,Петко,
38928,,7/30/2025,66,ф 80 stomana,6,4080,0,4080,Петко,
38929,,7/30/2025,114,ф 80 polski,11,4000,0,4000,Димитър,
38930,2,7/30/2025,47,ф 80 ispanski,4,4000,0,4000,Димитър,
38931,3,7/30/2025,88,ф 80 ispanski,8,4000,0,4000,Димитър,
38932,4,7/30/2025,97,ф 80 ispanski,9,4000,0,4000,Димитър,
38933,5,7/30/2025,74,ф 80 polski,7,3990,0,3990,Димитър,
38934,6,7/30/2025,104,ф 80 polski,10,3990,0,3990,Димитър,
38936,1,8/1/2025,126,ф 80 stomana,12,3070,0,3070,Петко,
38937,2,8/1/2025,26,ф 80 stomana,2,3030,0,3030,Петко,
38938,3,8/1/2025,36,ф 80 stomana,3,3270,0,3270,Петко,
38939,4,8/1/2025,56,ф 80 stomana,5,3240,0,3240,Петко,
38940,5,8/1/2025,66,ф 80 stomana,6,2960,0,2960,Петко,
38941,1,8/1/2025,4,ф 60 stomanaD,21,1990,0,1990,Илия,
38942,2,8/1/2025,3,ф 30 ukraina,22,2990,0,2990,Илия,
38943,1,8/1/2025,17,ф 80 ispanski,1,2000,0,2000,Илия,
38944,2,8/1/2025,47,ф 80 ispanski,4,2010,0,2010,Илия,
38945,3,8/1/2025,97,ф 80 ispanski,9,2000,0,2000,Илия,
38946,1,8/1/2025,88,ф 80 ispanski,8,4010,0,4010,Цветомир,
38947,2,8/1/2025,74,ф 80 polski,7,3010,0,3010,Цветомир,
38948,3,8/1/2025,104,ф 80 polski,10,3010,0,3010,Цветомир,
38949,1,8/2/2025,126,ф 80 stomana,12,2250,0,2250,Додов,
38950,2,8/2/2025,26,ф 80 stomana,2,2420,0,2420,Додов,
38951,3,8/2/2025,36,ф 80 stomana,3,2210,0,2210,Додов,
38952,4,8/2/2025,57,ф 80 stomana,5,2160,0,2160,Додов,
38953,5,8/2/2025,66,ф 80 stomana,6,2260,0,2260,Додов,
38954,6,8/2/2025,74,ф 80 polski,7,1990,0,1990,Илия,
38955,7,8/2/2025,104,ф 80 polski,10,1980,0,1980,Илия,
38956,1,8/2/2025,17,ф 80 ispanski,1,2010,0,2010,Илия,
38957,2,8/2/2025,47,ф 80 ispanski,4,2000,0,2000,Илия,
38958,3,8/2/2025,88,ф 80 ispanski,8,2010,0,2010,Илия,
38959,4,8/2/2025,97,ф 80 ispanski,9,2010,0,2010,Илия,
38960,1,8/3/2025,126,ф 80 stomana,12,2190,0,2190,Мирослав,
38961,2,8/3/2025,36,ф 80 stomana,3,2150,0,2150,Мирослав,
38962,3,8/3/2025,56,ф 80 stomana,5,2000,0,2000,Мирослав,
38963,4,8/3/2025,66,ф 80 stomana,6,2000,0,2000,Мирослав,
38964,1,8/3/2025,74,ф 80 polski,7,2010,0,2010,Иван,
38965,2,8/3/2025,104,ф 80 polski,10,2010,0,2010,Иван,
38966,3,8/3/2025,114,ф 80 polski,11,2010,0,2010,Иван,
38967,4,8/3/2025,17,ф 80 ispanski,1,2020,0,2020,Иван,
38968,5,8/3/2025,47,ф 80 ispanski,4,2020,0,2020,Иван,
38970,7,8/3/2025,88,ф 80 ispanski,8,2020,0,2020,Иван,
38971,1,8/4/2025,126,ф 80 stomana,12,4040,0,4040,Додов,
38972,2,8/4/2025,36,ф 80 stomana,3,3860,0,3860,Додов,
38973,3,8/4/2025,57,ф 80 stomana,5,4130,0,4130,Додов,
38974,6,8/3/2025,97,ф 80 ispanski,9,2020,0,2020,Иван,
38975,4,8/4/2025,66,ф 80 stomana,6,4280,0,4280,Додов,
38976,1,8/4/2025,4,ф 60 stomanaD,21,1970,0,1970,Додов,
38977,2,8/4/2025,3,ф 30 ukraina,22,2420,0,2420,Додов,
38978,1,8/4/2025,17,ф 80 ispanski,1,4000,0,4000,Валентин,
38979,2,8/4/2025,47,ф 80 ispanski,4,4000,0,4000,Валентин,
38980,3,8/4/2025,74,ф 80 polski,7,4000,0,4000,Валентин,
38981,4,8/4/2025,88,ф 80 ispanski,8,4000,0,4000,Валентин,
38982,5,8/4/2025,97,ф 80 ispanski,9,4000,0,4000,Валентин,
38983,6,8/4/2025,104,ф 80 polski,10,4000,0,4000,Валентин,
38984,7,8/4/2025,114,ф 80 polski,11,4000,0,4000,Валентин,
38985,8,8/4/2025,104,ф 80 polski,10,2000,0,2000,Валентин,
38987,1,8/6/2025,126,ф 80 stomana,12,3710,0,3710,Илия,
38988,2,8/6/2025,36,ф 80 stomana,3,4000,0,4000,Цветомир,
38989,2,8/6/2025,57,ф 80 stomana,5,4000,0,4000,Цветомир,
38990,1,8/6/2025,66,ф 80 stomana,6,4370,0,4370,Цветомир,
38991,1,8/7/2025,26,ф 80 stomana,2,4130,0,4130,Илия,
38992,2,8/7/2025,17,ф 80 ispanski,1,3980,0,3980,Илия,
38993,3,8/7/2025,47,ф 80 ispanski,4,3890,0,3890,Илия,
38994,4,8/7/2025,88,ф 80 ispanski,8,3890,0,3890,Илия,
38995,5,8/7/2025,97,ф 80 ispanski,9,3990,0,3990,Илия,
38996,1,8/7/2025,74,ф 80 polski,7,4010,0,4010,Илия,
38997,2,8/7/2025,104,ф 80 polski,10,4000,0,4000,Илия,
38998,1,8/7/2025,26,ф 80 stomana,2,3990,0,3990,Цветомир,
38999,1,8/7/2025,114,ф 80 polski,11,2000,0,2000,Цветомир,
39000,1,8/8/2025,126,ф 80 stomana,12,2910,0,2910,Иван,
39001,2,8/8/2025,26,ф 80 stomana,2,4430,0,4430,Иван,
39002,3,8/8/2025,36,ф 80 stomana,3,2920,0,2920,Иван,
39003,4,8/8/2025,57,ф 80 stomana,5,2970,0,2970,Иван,
39004,5,8/8/2025,66,ф 80 stomana,6,3510,0,3510,Иван,
39005,1,8/8/2025,4,ф 60 stomanaD,21,2000,0,2000,Иван,
39006,2,8/8/2025,3,ф 30 ukraina,22,3030,0,3030,Иван,
39007,1,8/8/2025,17,ф 80 ispanski,1,2990,0,2990,Цветомир,
39008,2,8/8/2025,47,ф 80 ispanski,4,2990,0,2990,Цветомир,
39009,3,8/8/2025,74,ф 80 polski,7,2990,0,2990,Цветомир,
39010,4,8/8/2025,88,ф 80 ispanski,8,2890,0,2890,Цветомир,
39011,5,8/8/2025,97,ф 80 ispanski,9,2980,0,2980,Цветомир,
39012,6,8/8/2025,104,ф 80 polski,10,2990,0,2990,Цветомир,
39013,1,8/9/2025,127,ф 80 stomana,12,3000,0,3000,Валентин,
39014,2,8/9/2025,26,ф 80 stomana,2,4630,0,4630,Валентин,
39015,3,8/9/2025,36,ф 80 stomana,3,3150,0,3150,Валентин,
39016,4,8/9/2025,57,ф 80 stomana,5,2910,0,2910,Валентин,
39017,5,8/9/2025,66,ф 80 stomana,6,2890,0,2890,Валентин,
39018,1,8/9/2025,74,ф 80 polski,7,3000,0,3000,Петко,
39019,2,8/9/2025,104,ф 80 polski,10,2980,0,2980,Петко,
39020,3,8/9/2025,114,ф 80 polski,11,3000,0,3000,Петко,
39021,4,8/9/2025,17,ф 80 ispanski,1,2990,0,2990,Петко,
39022,5,8/9/2025,47,ф 80 ispanski,4,3000,0,3000,Петко,
39023,6,8/9/2025,88,ф 80 ispanski,8,3000,0,3000,Петко,
39024,7,8/9/2025,97,ф 80 ispanski,9,3000,0,3000,Петко,
39025,1,8/10/2025,126,ф 80 stomana,12,2830,0,2830,Иван,
39026,2,8/10/2025,26,ф 80 stomana,2,2090,0,2090,Иван,
39027,3,8/10/2025,36,ф 80 stomana,3,2100,0,2100,Иван,
39028,4,8/10/2025,57,ф 80 stomana,5,2060,0,2060,Иван,
39029,5,8/10/2025,66,ф 80 stomana,6,2740,0,2740,Иван,
39030,1,8/10/2025,104,ф 80 polski,10,2010,0,2010,Николай,
39031,2,8/10/2025,74,ф 80 polski,7,2000,0,2000,Николай,
39032,3,8/10/2025,97,ф 80 ispanski,9,2000,0,2000,Николай,
39033,4,8/10/2025,88,ф 80 ispanski,8,2010,0,2010,Николай,
39034,5,8/10/2025,47,ф 80 ispanski,4,2010,0,2010,Николай,
39035,6,8/10/2025,17,ф 80 ispanski,1,2010,0,2010,Николай,
39036,1,8/11/2025,126,ф 80 stomana,12,3950,0,3950,Цветомир,
39037,2,8/11/2025,26,ф 80 stomana,2,3860,0,3860,Цветомир,
39038,3,8/11/2025,36,ф 80 stomana,3,4010,0,4010,Цветомир,
39039,4,8/11/2025,56,ф 80 stomana,5,4130,0,4130,Цветомир,
39040,5,8/11/2025,66,ф 80 stomana,6,4040,0,4040,Цветомир,
39041,1,8/11/2025,4,ф 60 stomanaD,21,2000,0,2000,Цветомир,
39042,2,8/11/2025,3,ф 30 ukraina,22,3020,0,3020,Цветомир,
39043,1,8/11/2025,126,ф 80 stomana,12,2250,0,2250,Цветомир,
39044,3,8/11/2025,26,ф 80 stomana,2,2260,0,2260,Цветомир,
39045,1,8/11/2025,74,ф 80 polski,7,3940,0,3940,Цветомир,
39046,2,8/11/2025,104,ф 80 polski,10,3980,0,3980,Цветомир,
39047,1,8/11/2025,74,ф 80 polski,7,1990,0,1990,Цветомир,
39048,2,8/11/2025,104,ф 80 polski,10,1990,0,1990,Цветомир,
39049,1,8/11/2025,47,ф 80 ispanski,4,5990,0,5990,Николай,
39050,2,8/11/2025,88,ф 80 ispanski,8,3990,0,3990,Николай,
39051,3,8/11/2025,97,ф 80 ispanski,9,3990,0,3990,Николай,
39052,4,8/11/2025,114,ф 80 polski,11,5990,0,5990,Николай,
39053,1,8/13/2025,126,ф 80 stomana,12,2990,0,2990,Цветомир,
39054,2,8/13/2025,26,ф 80 stomana,2,3020,0,3020,Цветомир,
39055,3,8/13/2025,36,ф 80 stomana,3,3100,0,3100,Цветомир,
39056,4,8/13/2025,56,ф 80 stomana,5,2990,0,2990,Цветомир,
39057,5,8/13/2025,66,ф 80 stomana,6,3050,0,3050,Цветомир,
39058,1,8/13/2025,74,ф 80 polski,7,3010,0,3010,Мирослав,
39059,2,8/13/2025,104,ф 80 polski,10,3010,0,3010,Мирослав,
39060,1,8/13/2025,47,ф 80 ispanski,4,3000,0,3000,Валентин,
39061,2,8/13/2025,88,ф 80 ispanski,8,3000,0,3000,Валентин,
39062,3,8/13/2025,97,ф 80 ispanski,9,3000,0,3000,Валентин,
39063,,8/14/2025,47,ф 80 ispanski,4,2000,0,2000,Димитър,
39064,,8/14/2025,88,ф 80 ispanski,8,2010,0,2010,Димитър,
39065,,8/14/2025,97,ф 80 ispanski,9,1990,0,1990,Димитър,
39066,,8/14/2025,74,ф 80 polski,7,2000,0,2000,Димитър,
39067,,8/14/2025,104,ф 80 polski,10,1990,0,1990,Димитър,
39068,,8/14/2025,17,ф 80 ispanski,1,3990,0,3990,Димитър,
39069,,8/15/2025,126,ф 80 stomana,12,2200,0,2200,Николай,
39070,,8/15/2025,26,ф 80 stomana,2,2820,0,2820,Николай,
39071,,8/15/2025,36,ф 80 stomana,3,2240,0,2240,Николай,
39072,,8/15/2025,56,ф 80 stomana,5,2160,0,2160,Николай,
39073,,8/15/2025,66,ф 80 stomana,6,2260,0,2260,Николай,
39074,1,8/14/2025,126,ф 80 stomana,12,2320,0,2320,Димитър,
39075,2,8/14/2025,26,ф 80 stomana,2,2180,0,2180,Димитър,
39076,3,8/14/2025,17,ф 80 ispanski,1,3990,0,3990,Димитър,
39077,4,8/14/2025,36,ф 80 stomana,3,2050,0,2050,Димитър,
39078,5,8/14/2025,57,ф 80 stomana,5,2220,0,2220,Димитър,
39079,6,8/14/2025,66,ф 80 stomana,6,2300,0,2300,Димитър,
39080,1,8/15/2025,4,ф 60 stomanaD,21,3000,0,3000,Николай,
39081,2,8/15/2025,3,ф 30 ukraina,22,3000,0,3000,Николай,
39082,1,8/15/2025,74,ф 80 polski,7,2990,0,2990,Илиев,
39083,2,8/15/2025,104,ф 80 polski,10,3000,0,3000,Илиев,
39085,4,8/15/2025,114,ф 80 polski,11,2000,0,2000,Илиев,
39086,,8/15/2025,88,ф 80 ispanski,8,2000,0,2000,Илиев,
39087,,8/15/2025,97,ф 80 ispanski,9,2000,0,2000,Илиев,
39088,,8/15/2025,47,ф 80 ispanski,4,2000,0,2000,Илиев,
39089,3,8/15/2025,17,ф 80 ispanski,1,3970,0,3970,Илиев,
39092,1,8/16/2025,126,ф 80 stomana,12,2030,0,2030,Пейчо,
39093,1,8/16/2025,26,ф 80 stomana,6,2130,0,2130,Пейчо,
39094,2,8/16/2025,66,ф 80 stomana,5,2060,0,2060,Пейчо,
39095,3,8/16/2025,36,ф 80 stomana,3,2080,0,2080,Пейчо,
39096,4,8/16/2025,26,ф 80 stomana,2,2130,0,2130,Пейчо,
39097,1,8/16/2025,97,ф 80 ispanski,9,1990,0,1990,Касерес,
39098,1,8/16/2025,88,ф 80 ispanski,8,2000,0,2000,Касерес,
39099,2,8/16/2025,47,ф 80 ispanski,4,1990,0,1990,Касерес,
39100,3,8/16/2025,17,ф 80 ispanski,1,3990,0,3990,Касерес,
39101,4,8/16/2025,74,ф 80 polski,7,2990,0,2990,Касерес,
39102,5,8/16/2025,104,ф 80 polski,10,2990,0,2990,Касерес,
39103,1,8/17/2025,126,ф 80 stomana,12,2000,0,2000,Мирослав,
39104,2,8/17/2025,26,ф 80 stomana,2,2100,0,2100,Мирослав,
39105,3,8/17/2025,36,ф 80 stomana,3,2010,0,2010,Мирослав,
39106,4,8/17/2025,56,ф 80 stomana,5,2090,0,2090,Мирослав,
39107,5,8/17/2025,66,ф 80 stomana,6,2080,0,2080,Мирослав,
39108,1,8/17/2025,17,ф 80 ispanski,1,2000,0,2000,Илиев,
39109,2,8/17/2025,47,ф 80 ispanski,4,2000,0,2000,Илиев,
39110,3,8/17/2025,88,ф 80 ispanski,8,2000,0,2000,Илиев,
39111,4,8/17/2025,97,ф 80 ispanski,9,2000,0,2000,Илиев,
39112,5,8/17/2025,74,ф 80 polski,7,1990,0,1990,Илиев,
39113,6,8/17/2025,104,ф 80 polski,10,2000,0,2000,Илиев,
39114,7,8/17/2025,114,ф 80 polski,11,2000,0,2000,Илиев,
39115,1,8/18/2025,126,ф 80 stomana,12,3830,0,3830,Додов,
39116,2,8/18/2025,26,ф 80 stomana,2,3760,0,3760,Додов,
39117,3,8/18/2025,36,ф 80 stomana,3,3860,0,3860,Додов,
39118,4,8/18/2025,57,ф 80 stomana,5,4070,0,4070,Додов,
39119,5,8/18/2025,66,ф 80 stomana,6,4300,0,4300,Додов,
39120,1,8/18/2025,4,ф 60 stomanaD,21,2120,0,2120,Димитър,
39121,2,8/18/2025,3,ф 30 ukraina,22,3080,0,3080,Димитър,
39122,1,8/18/2025,17,ф 80 ispanski,1,3990,0,3990,Иван,
39123,2,8/18/2025,47,ф 80 ispanski,4,3990,0,3990,Иван,
39125,4,8/18/2025,97,ф 80 ispanski,9,4000,0,4000,Иван,
39126,5,8/18/2025,74,ф 80 polski,7,4000,0,4000,Иван,
39127,6,8/18/2025,104,ф 80 polski,10,4000,0,4000,Иван,
39128,7,8/18/2025,114,ф 80 polski,11,4000,0,4000,Иван,
39129,1,8/19/2025,17,ф 80 ispanski,1,4010,0,4010,Иван,
39130,2,8/19/2025,47,ф 80 ispanski,4,4010,0,4010,Иван,
39131,3,8/19/2025,97,ф 80 ispanski,9,4010,0,4010,Иван,
39132,4,8/19/2025,104,ф 80 polski,10,4010,0,4010,Иван,
39133,5,8/19/2025,74,ф 80 polski,7,4010,,4010,Иван,
39134,1,8/20/2025,126,ф 80 stomana,12,3300,0,3300,Николай,
39135,2,8/20/2025,26,ф 80 stomana,2,3650,0,3650,Николай,
39136,3,8/20/2025,36,ф 80 stomana,3,3920,0,3920,Николай,
39137,1,8/20/2025,56,ф 80 stomana,5,4170,0,4170,Николай,
39138,2,8/20/2025,66,ф 80 stomana,6,3900,0,3900,Николай,
39139,1,8/21/2025,88,ф 80 ispanski,8,4010,0,4010,Цветомир,
39140,1,8/22/2025,74,ф 80 polski,7,1990,0,1990,Николай,
39141,2,8/22/2025,47,ф 80 ispanski,4,2020,0,2020,Николай,
39142,3,8/22/2025,17,ф 80 ispanski,1,2030,0,2030,Николай,
39143,4,8/22/2025,97,ф 80 ispanski,9,2020,0,2020,Николай,
39144,5,8/22/2025,88,ф 80 ispanski,8,4030,0,4030,Николай,
39145,6,8/22/2025,104,ф 80 polski,10,2000,0,2000,Николай,
39146,1,8/22/2025,126,ф 80 stomana,12,1960,0,1960,Касерес,
39147,2,8/22/2025,26,ф 80 stomana,2,2190,0,2190,Касерес,
39148,3,8/22/2025,36,ф 80 stomana,3,2080,0,2080,Касерес,
39149,4,8/22/2025,56,ф 80 stomana,5,1880,0,1880,Касерес,
39150,5,8/22/2025,66,ф 80 stomana,6,2180,0,2180,Касерес,
39151,1,8/22/2025,4,ф 60 stomanaD,21,2010,0,2010,Касерес,
39152,2,8/22/2025,3,ф 30 ukraina,22,2980,0,2980,Касерес,
39153,1,8/22/2025,114,ф 80 polski,11,3820,0,3820,Касерес,
39154,2,8/22/2025,114,ф 80 polski,11,3980,0,3980,Касерес,
39155,1,8/22/2025,104,ф 80 polski,10,2000,0,2000,Цветомир,
39156,2,8/22/2025,56,ф 80 stomana,5,3310,0,3310,Цветомир,
39157,1,8/23/2025,17,ф 80 ispanski,1,3030,0,3030,Иван,
39158,2,8/23/2025,47,ф 80 ispanski,4,3020,0,3020,Иван,
39159,3,8/23/2025,88,ф 80 ispanski,8,3020,0,3020,Иван,
39160,4,8/23/2025,97,ф 80 ispanski,9,3010,0,3010,Иван,
39161,5,8/23/2025,104,ф 80 polski,10,2900,0,2900,Иван,
39162,6,8/23/2025,74,ф 80 polski,7,2910,0,2910,Иван,
39164,1,8/23/2025,126,ф 80 stomana,12,2850,0,2850,Христо,
39165,2,8/23/2025,26,ф 80 stomana,2,3130,0,3130,Христо,
39166,3,8/23/2025,36,ф 80 stomana,3,3030,0,3030,Христо,
39167,4,8/23/2025,56,ф 80 stomana,5,3110,0,3110,Христо,
39168,5,8/23/2025,66,ф 80 stomana,6,2970,0,2970,Христо,
39169,1,8/24/2025,74,ф 80 polski,7,3800,0,3800,Иван,
39170,2,8/24/2025,104,ф 80 polski,10,3910,0,3910,Иван,
39171,3,8/24/2025,114,ф 80 polski,11,3900,0,3900,Иван,
39172,4,8/24/2025,17,ф 80 ispanski,1,3000,0,3000,Иван,
39173,5,8/24/2025,47,ф 80 ispanski,4,3010,0,3010,Иван,
39174,6,8/24/2025,88,ф 80 ispanski,8,3020,0,3020,Иван,
39175,7,8/24/2025,97,ф 80 ispanski,9,3020,0,3020,Иван,
39176,1,8/24/2025,126,ф 80 stomana,12,3100,0,3100,Пейчо,
39177,2,8/24/2025,26,ф 80 stomana,2,3090,0,3090,Пейчо,
39178,3,8/24/2025,36,ф 80 stomana,3,3000,0,3000,Пейчо,
39179,4,8/24/2025,56,ф 80 stomana,5,2930,0,2930,Пейчо,
39180,5,8/24/2025,66,ф 80 stomana,6,3020,0,3020,Пейчо,
39181,1,8/25/2025,17,ф 80 ispanski,1,2030,0,2030,Иван,
39182,2,8/25/2025,47,ф 80 ispanski,4,2030,0,2030,Иван,
39183,3,8/25/2025,88,ф 80 ispanski,8,2030,0,2030,Иван,
39184,4,8/25/2025,97,ф 80 ispanski,9,2020,0,2020,Иван,
39185,1,8/25/2025,3,ф 30 ukraina,22,2980,0,2980,Иван,
39186,2,8/25/2025,4,ф 60 stomanaD,21,2000,0,2000,Иван,
39187,1,8/25/2025,74,ф 80 polski,7,2000,0,2000,Николай,
39188,2,8/25/2025,104,ф 80 polski,10,1990,0,1990,Николай,
39189,3,8/25/2025,114,ф 80 polski,11,2000,0,2000,Николай,
39190,4,8/25/2025,126,ф 80 stomana,12,2250,0,2250,Николай,
39191,5,8/25/2025,26,ф 80 stomana,2,2160,0,2160,Николай,
39192,6,8/25/2025,36,ф 80 stomana,3,1990,0,1990,Николай,
39193,7,8/25/2025,56,ф 80 stomana,5,2190,0,2190,Николай,
39194,8,8/25/2025,66,ф 80 stomana,6,2080,0,2080,Николай,
39195,1,8/26/2025,126,ф 80 stomana,12,2240,0,2240,Цветомир,
39196,2,8/26/2025,26,ф 80 stomana,2,2280,0,2280,Цветомир,
39197,3,8/26/2025,36,ф 80 stomana,3,2170,0,2170,Цветомир,
39198,4,8/26/2025,56,ф 80 stomana,5,2230,0,2230,Цветомир,
39199,5,8/26/2025,66,ф 80 stomana,6,2170,0,2170,Цветомир,
39200,1,8/26/2025,104,ф 80 polski,10,1990,0,1990,Цветомир,
39201,1,8/26/2025,17,ф 80 ispanski,1,1990,0,1990,Петко,
39202,2,8/26/2025,47,ф 80 ispanski,4,2000,0,2000,Петко,
39203,3,8/26/2025,88,ф 80 ispanski,8,1990,0,1990,Петко,
39204,4,8/26/2025,97,ф 80 ispanski,9,2000,0,2000,Петко,
39205,5,8/26/2025,74,ф 80 polski,7,2000,0,2000,Петко,
39206,6,8/26/2025,114,ф 80 polski,11,1990,0,1990,Петко,
39207,1,8/27/2025,126,ф 80 stomana,12,3050,0,3050,Цветомир,
39208,2,8/27/2025,26,ф 80 stomana,2,2960,0,2960,Цветомир,
39209,3,8/27/2025,36,ф 80 stomana,3,3160,0,3160,Цветомир,
39210,4,8/27/2025,56,ф 80 stomana,5,3100,0,3100,Цветомир,
39211,5,8/27/2025,66,ф 80 stomana,6,3350,0,3350,Цветомир,
39212,1,8/27/2025,17,ф 80 ispanski,1,2990,0,2990,Светлин,
39213,2,8/27/2025,47,ф 80 ispanski,4,2990,0,2990,Светлин,
39214,3,8/27/2025,88,ф 80 ispanski,8,2990,0,2990,Светлин,
39215,4,8/27/2025,97,ф 80 ispanski,9,2990,0,2990,Светлин,
39216,5,8/27/2025,74,ф 80 polski,7,2990,0,2990,Светлин,
39217,6,8/27/2025,104,ф 80 polski,10,2990,0,2990,Светлин,
39218,7,8/27/2025,114,ф 80 polski,11,1990,0,1990,Светлин,
39219,1,8/28/2025,126,ф 80 stomana,12,2250,0,2250,Цветомир,
39220,2,8/28/2025,26,ф 80 stomana,2,2260,0,2260,Цветомир,
39221,3,8/28/2025,36,ф 80 stomana,3,2320,0,2320,Цветомир,
39222,4,8/28/2025,56,ф 80 stomana,5,2240,0,2240,Цветомир,
39223,5,8/28/2025,66,ф 80 stomana,6,2380,0,2380,Цветомир,
39224,1,8/28/2025,17,ф 80 ispanski,1,2000,0,2000,Мирослав,
39225,2,8/28/2025,47,ф 80 ispanski,4,2000,0,2000,Мирослав,
39226,3,8/28/2025,88,ф 80 ispanski,8,2000,0,2000,Мирослав,
39227,4,8/28/2025,97,ф 80 ispanski,9,2000,0,2000,Мирослав,
39228,5,8/28/2025,74,ф 80 polski,7,1990,0,1990,Мирослав,
39229,6,8/28/2025,104,ф 80 polski,10,1990,0,1990,Мирослав,
39230,7,8/29/2025,126,ф 80 stomana,12,2260,0,2260,Николай,
39231,8,8/29/2025,26,ф 80 stomana,2,1740,0,1740,Николай,
39232,9,8/29/2025,36,ф 80 stomana,3,2200,0,2200,Николай,
39233,10,8/29/2025,56,ф 80 stomana,5,2160,0,2160,Николай,
39234,11,8/29/2025,66,ф 80 stomana,6,2180,0,2180,Николай,
39235,1,8/29/2025,3,ф 30 ukraina,22,3000,0,3000,Николай,
39236,2,8/29/2025,4,ф 60 stomanaD,21,2030,0,2030,Николай,
39237,1,8/29/2025,17,ф 80 ispanski,1,1990,0,1990,Светлин,
39238,2,8/29/2025,47,ф 80 ispanski,4,2000,0,2000,Светлин,
39239,3,8/29/2025,88,ф 80 ispanski,8,1990,0,1990,Светлин,
39240,4,8/29/2025,97,ф 80 ispanski,9,2000,0,2000,Светлин,
39241,5,8/29/2025,74,ф 80 polski,7,1990,0,1990,Светлин,
39242,6,8/29/2025,104,ф 80 polski,10,2000,0,2000,Светлин,
39243,7,8/29/2025,114,ф 80 polski,11,2010,0,2010,Светлин,
39244,1,8/30/2025,126,ф 80 stomana,12,4250,0,4250,Петко,
39245,2,8/30/2025,26,ф 80 stomana,2,3780,0,3780,Петко,
39246,3,8/30/2025,36,ф 80 stomana,3,3750,0,3750,Петко,
39247,4,8/30/2025,56,ф 80 stomana,5,4200,0,4200,Петко,
39248,5,8/30/2025,66,ф 80 stomana,6,3920,0,3920,Петко,
39249,1,8/30/2025,74,ф 80 polski,7,3970,0,3970,Касерес,
39250,2,8/30/2025,104,ф 80 polski,10,3980,0,3980,Касерес,
39251,3,8/30/2025,97,ф 80 ispanski,9,3960,0,3960,Касерес,
39252,4,8/30/2025,88,ф 80 ispanski,8,4090,0,4090,Касерес,
39253,5,8/30/2025,47,ф 80 ispanski,4,4030,0,4030,Касерес,
39254,6,8/30/2025,17,ф 80 ispanski,1,4000,0,4000,Касерес,
39255,7,8/30/2025,114,ф 80 polski,11,3980,0,3980,Касерес,
39256,8,9/1/2025,17,ф 80 ispanski,1,4000,0,4000,Светлин,
39257,9,9/1/2025,47,ф 80 ispanski,4,4000,0,4000,Светлин,
39258,10,9/1/2025,74,ф 80 polski,7,3980,0,3980,Светлин,
39259,1,9/1/2025,3,ф 30 ukraina,22,2990,0,2990,Илия,
39260,2,9/1/2025,4,ф 60 stomanaD,21,1990,0,1990,Илия,
39261,1,9/1/2025,88,ф 80 ispanski,8,4000,0,4000,Светлин,
39262,2,9/1/2025,97,ф 80 ispanski,9,4000,0,4000,Светлин,
39263,3,9/1/2025,104,ф 80 polski,10,3990,0,3990,Светлин,
39264,4,9/1/2025,114,ф 80 polski,11,3990,0,3990,Светлин,
39265,1,9/1/2025,126,ф 80 stomana,12,4160,0,4160,Илиев,
39266,2,9/1/2025,26,ф 80 stomana,2,4000,0,4000,Илиев,
39267,3,9/1/2025,36,ф 80 stomana,3,3820,0,3820,Илиев,
39268,1,9/2/2025,74,ф 80 polski,7,4000,0,4000,Цветомир,
39269,2,9/2/2025,104,ф 80 polski,10,3990,0,3990,Цветомир,
39270,1,9/3/2025,97,ф 80 ispanski,9,3980,0,3980,Цветомир,
39271,2,9/3/2025,88,ф 80 ispanski,8,3990,0,3990,Цветомир,
39272,3,9/3/2025,47,ф 80 ispanski,4,3990,0,3990,Цветомир,
39273,4,9/3/2025,17,ф 80 ispanski,1,3990,0,3990,Цветомир,
39274,5,9/3/2025,114,ф 80 polski,11,3990,0,3990,Цветомир,
39275,3,9/4/2025,66,ф 80 stomana,6,4350,0,4350,Петко,
39276,1,9/4/2025,66,ф 80 stomana,6,3850,0,3850,Илиев,
39277,2,9/4/2025,56,ф 80 stomana,5,4030,0,4030,Илиев,
39278,3,9/4/2025,36,ф 80 stomana,3,4260,0,4260,Илиев,
39279,4,9/4/2025,26,ф 80 stomana,2,4130,0,4130,Илиев,
39280,5,9/4/2025,126,ф 80 stomana,12,4040,0,4040,Илиев,
